central,fecha,tipo_evento,duracion_horas,observacion
Parque Solar Cerro Dorado,2024-11-06,preventivo,15,Durante el turno: el ciclo de limpieza programado en el calendario de disponibilidad; se ejecuta la rutina programada y se actualiza el calendario.
Eolica Cerro Negro,2024-11-08,evento_climatico,11,Se registra nevada intensa en el acceso en el anemometro de la gondola durante la ronda del turno.
Eolica Cerro Negro,2024-11-08,falla_mecanica,29,Se detecta desalineamiento del acoplamiento en el alabe del rotor; se cambia el sello y se verifica la estanqueidad.
Eolica Loma Larga,2024-11-10,falla_electrica,12,Evento por un cortocircuito monofasico en la barra de media tension; se reemplaza el rele y se recalibra la proteccion.
Eolica Loma Larga,2024-11-10,correctivo,33,Se instala el repuesto y se ejecutan las pruebas de normalizacion tras detectar la espera de un repuesto importado en el modulo reemplazado.
Parque Solar Pampa Alta,2024-11-10,inspeccion,3,Una observacion levantada en auditoria en el informe de termografia. Se registra la medicion en la ficha de la unidad.
Parque Solar Llano Blanco,2024-11-11,preventivo,12,Se registra el vencimiento de la pauta periodica en la pauta de rutina trimestral durante la ronda del turno.
Parque Solar Pampa Alta,2024-11-11,correctivo,65,Se detecta una reparacion mayor pendiente en el equipo intervenido en taller; se instala el repuesto y se ejecutan las pruebas de normalizacion.
Parque Solar Cerro Dorado,2024-11-14,correctivo,57,La cuadrilla interviene en terreno y devuelve la unidad al despacho tras detectar indisponibilidad forzada de la unidad en el modulo reemplazado.
Central Quebrada Azul,2024-11-16,preventivo,24,Se ejecuta la rutina programada y se actualiza el calendario tras detectar las horas de operacion acumuladas en la pauta de rutina trimestral.
Termoelectrica Bahia Norte,2024-11-16,falla_mecanica,27,Se registra vibracion excesiva en el eje en la bomba de lubricacion durante la ronda del turno.
Termoelectrica Puerto Nuevo,2024-11-16,inspeccion,6,Durante el turno: una desviacion leve del parametro medido en el parametro fuera de tolerancia; se registra la medicion en la ficha de la unidad.
Parque Solar Llano Blanco,2024-11-17,inspeccion,5,Se detecta una lectura dentro de tolerancia en el checklist del recorrido; se levanta la observacion y se programa el seguimiento.
Diesel Respaldo Cordillera,2024-11-18,preventivo,16,Durante el turno: el ciclo de limpieza programado en el filtro de admision; se ejecuta la rutina programada y se actualiza el calendario.
Termoelectrica Peninsula Gris,2024-11-19,preventivo,24,Se detecta las horas de operacion acumuladas en la pauta de rutina trimestral; se ejecuta la rutina programada y se actualiza el calendario.
Termoelectrica Valle Central,2024-11-19,preventivo,22,Se detecta el vencimiento de la pauta periodica en el circuito de aceite; se ajusta el torque de los pernos y se limpia el tablero.
Parque Solar Media Luna,2024-11-20,correctivo,31,Durante el turno: la espera de un repuesto importado en el repuesto critico de bodega; se completa la reparacion dentro del plazo comprometido.
Termoelectrica Valle Central,2024-11-20,preventivo,10,Durante el turno: el cumplimiento del programa de mantenimiento en el filtro de admision; se ejecuta la rutina programada y se actualiza el calendario.
Eolica Punta Ventosa,2024-11-21,preventivo,19,Se detecta las horas de operacion acumuladas en el plan anual de la unidad; se cambia el aceite y el filtro segun la pauta del fabricante.
Central Lago Ventisquero,2024-11-22,preventivo,19,Se cambia el aceite y el filtro segun la pauta del fabricante tras detectar el cumplimiento del programa de mantenimiento en el calendario de disponibilidad.
Eolica Punta Ventosa,2024-11-22,preventivo,19,Se repone la disponibilidad de la unidad dentro del plazo tras detectar el ciclo de limpieza programado en el tablero de control.
Termoelectrica Valle Central,2024-11-22,correctivo,21,Se completa la reparacion dentro del plazo comprometido tras detectar una reparacion mayor pendiente en el repuesto critico de bodega.
Parque Solar Salar Nuevo,2024-11-23,inspeccion,1,Evento por una desviacion leve del parametro medido en la endoscopia del ducto; se completa el checklist sin desviaciones relevantes.
Central Rio Manso Alto,2024-11-25,falla_electrica,37,El operador reporta una caida brusca de tension; se revisa el banco de condensadores y se reemplaza el rele y se recalibra la proteccion.
Parque Solar Llano Blanco,2024-11-25,preventivo,18,Durante el turno: las horas de operacion acumuladas en el tablero de control; se cambia el aceite y el filtro segun la pauta del fabricante.
Parque Solar Salar Nuevo,2024-11-25,falla_electrica,8,Evento por sobretension sostenida en la barra de media tension; se aisla el circuito y se normaliza la tension.
Eolica Vientos del Sur,2024-11-26,inspeccion,1,Durante el turno: un hallazgo menor sin indisponibilidad en el checklist del recorrido; se registra la medicion en la ficha de la unidad.
Eolica Cerro Negro,2024-11-27,evento_climatico,28,Durante el turno: granizo sobre la estructura en el anemometro de la gondola; se inspecciona la estructura despues del frente de mal tiempo.
Central Rio Manso Alto,2024-11-28,correctivo,63,Se detecta reincidencia de la falla anterior en la unidad fuera de servicio; se completa la reparacion dentro del plazo comprometido.
Eolica Vientos del Sur,2024-11-28,preventivo,5,Se repone la disponibilidad de la unidad dentro del plazo tras detectar el ciclo de limpieza programado en el calendario de disponibilidad.
Parque Solar Salar Nuevo,2024-11-28,correctivo,41,La cuadrilla interviene en terreno y devuelve la unidad al despacho tras detectar una reparacion mayor pendiente en el repuesto critico de bodega.
Termoelectrica Costa Brava,2024-11-28,falla_mecanica,53,Se detecta temperatura elevada en el descanso en la caja multiplicadora; se cambia el sello y se verifica la estanqueidad.
Central Lago Ventisquero,2024-11-29,inspeccion,6,Se documenta el hallazgo y se emite el informe correspondiente tras detectar una desviacion leve del parametro medido en el registro fotografico de la unidad.
Parque Solar Llano Blanco,2024-11-30,inspeccion,5,Una observacion levantada en auditoria en el informe de termografia. Se completa el checklist sin desviaciones relevantes.
Parque Solar Salar Nuevo,2024-12-01,inspeccion,2,El operador reporta un hallazgo menor sin indisponibilidad; se revisa el informe de termografia y se completa el checklist sin desviaciones relevantes.
Eolica Punta Ventosa,2024-12-02,correctivo,10,Evento por reincidencia de la falla anterior en el modulo reemplazado; se completa la reparacion dentro del plazo comprometido.
Central Salto del Pehuen,2024-12-03,inspeccion,7,Durante el turno: un hallazgo menor sin indisponibilidad en la medicion de espesores; se registra la medicion en la ficha de la unidad.
Diesel Respaldo Cordillera,2024-12-03,falla_electrica,22,Durante el turno: un cortocircuito monofasico en el alimentador de la subestacion; se aisla el circuito y se normaliza la tension.
Termoelectrica Valle Central,2024-12-03,inspeccion,8,Durante el turno: una lectura dentro de tolerancia en el checklist del recorrido; se levanta la observacion y se programa el seguimiento.
Diesel Respaldo Cordillera,2024-12-05,correctivo,12,Una reparacion mayor pendiente en el conjunto reparado en terreno. Se repara el conjunto y se realiza la puesta en marcha.
Eolica Loma Larga,2024-12-06,correctivo,65,Durante el turno: una reparacion mayor pendiente en la unidad fuera de servicio; la cuadrilla interviene en terreno y devuelve la unidad al despacho.
Eolica Punta Ventosa,2024-12-06,falla_electrica,39,Durante el turno: el disparo de la proteccion diferencial en el banco de condensadores; se aisla el circuito y se normaliza la tension.
Parque Solar Cerro Dorado,2024-12-06,inspeccion,4,El operador reporta una lectura dentro de tolerancia; se revisa la medicion de espesores y se documenta el hallazgo y se emite el informe correspondiente.
Termoelectrica Bahia Norte,2024-12-06,falla_electrica,9,Evento por sobretension sostenida en el pararrayos del patio; se reemplaza el rele y se recalibra la proteccion.
Termoelectrica Bahia Norte,2024-12-06,correctivo,69,Se completa la reparacion dentro del plazo comprometido tras detectar la espera de un repuesto importado en la unidad fuera de servicio.
Eolica Loma Larga,2024-12-07,inspeccion,6,Se detecta una observacion levantada en auditoria en el checklist del recorrido; se documenta el hallazgo y se emite el informe correspondiente.
Central Rio Manso Alto,2024-12-09,falla_mecanica,58,Se detecta temperatura elevada en el descanso en la turbina de baja presion; se purga el circuito de lubricacion y se ajusta el torque.
Eolica Punta Ventosa,2024-12-09,correctivo,56,Se detecta indisponibilidad forzada de la unidad en el equipo intervenido en taller; se instala el repuesto y se ejecutan las pruebas de normalizacion.
Termoelectrica Valle Central,2024-12-11,falla_mecanica,36,Vibracion excesiva en el eje en el sistema de refrigeracion. Se cambia el sello y se verifica la estanqueidad.
Eolica Punta Ventosa,2024-12-14,falla_electrica,21,El operador reporta un cortocircuito monofasico; se revisa el interruptor principal y se energiza la barra en forma escalonada.
Termoelectrica Valle Central,2024-12-15,correctivo,10,Evento por indisponibilidad forzada de la unidad en el repuesto critico de bodega; se completa la reparacion dentro del plazo comprometido.
Eolica Cerro Negro,2024-12-16,preventivo,11,Se registra el cumplimiento del programa de mantenimiento en la pauta de rutina trimestral durante la ronda del turno.
Central Lago Ventisquero,2024-12-20,preventivo,8,Se registra el vencimiento de la pauta periodica en la pauta de rutina trimestral durante la ronda del turno.
Termoelectrica Costa Brava,2024-12-21,falla_electrica,44,Evento por un arco electrico en el borne en el pararrayos del patio; se reconecta el interruptor tras verificar la aislacion.
Termoelectrica Costa Brava,2024-12-21,correctivo,28,Durante el turno: una reparacion mayor pendiente en el equipo intervenido en taller; se completa la reparacion dentro del plazo comprometido.
Central Salto del Pehuen,2024-12-23,evento_climatico,31,Se detecta rafagas de viento sobre el limite operativo en el sistema de orientacion; se descongelan las palas antes de reanudar la operacion.
Central Salto del Pehuen,2024-12-23,falla_mecanica,40,Se equilibra el rotor y se repite la medicion de vibracion tras detectar desgaste anormal del rodamiento en el acoplamiento del generador.
Central Salto del Pehuen,2024-12-24,correctivo,62,El operador reporta una reparacion mayor pendiente; se revisa el modulo reemplazado y se repara el conjunto y se realiza la puesta en marcha.
Parque Solar Cerro Dorado,2024-12-24,falla_mecanica,29,Durante el turno: vibracion excesiva en el eje en la bomba de lubricacion; se purga el circuito de lubricacion y se ajusta el torque.
Parque Solar Llano Blanco,2024-12-24,preventivo,15,El operador reporta el cumplimiento del programa de mantenimiento; se revisa el tablero de control y se ajusta el torque de los pernos y se limpia el tablero.
Eolica Cerro Negro,2024-12-26,inspeccion,4,Se registra una lectura dentro de tolerancia en el parametro fuera de tolerancia durante la ronda del turno.
Eolica Loma Larga,2024-12-26,falla_mecanica,19,Durante el turno: fatiga del material en el alabe en el alabe del rotor; se cambia el sello y se verifica la estanqueidad.
Eolica Vientos del Sur,2024-12-27,evento_climatico,21,El operador reporta una tormenta electrica en la zona; se revisa el sistema de orientacion y se inspecciona la estructura despues del frente de mal tiempo.
Termoelectrica Peninsula Gris,2024-12-27,preventivo,16,Se cambia el aceite y el filtro segun la pauta del fabricante tras detectar el vencimiento de la pauta periodica en el filtro de admision.
Eolica Punta Ventosa,2024-12-28,correctivo,57,El operador reporta una reparacion mayor pendiente; se revisa el equipo intervenido en taller y la cuadrilla interviene en terreno y devuelve la unidad al despacho.
Parque Solar Pampa Alta,2024-12-28,preventivo,7,Evento por el cumplimiento del programa de mantenimiento en el filtro de admision; se ejecuta la rutina programada y se actualiza el calendario.
Central Quebrada Azul,2024-12-29,correctivo,9,Se registra indisponibilidad forzada de la unidad en el equipo intervenido en taller durante la ronda del turno.
Central Lago Ventisquero,2024-12-31,falla_electrica,11,Evento por corriente de fuga elevada en la barra de media tension; se aisla el circuito y se normaliza la tension.
Central Lago Ventisquero,2024-12-31,preventivo,19,Se ejecuta la rutina programada y se actualiza el calendario tras detectar el cumplimiento del programa de mantenimiento en el calendario de disponibilidad.
Central Lago Ventisquero,2024-12-31,correctivo,44,Se detecta reincidencia de la falla anterior en el conjunto reparado en terreno; la cuadrilla interviene en terreno y devuelve la unidad al despacho.
Central Salto del Pehuen,2024-12-31,correctivo,21,El operador reporta la espera de un repuesto importado; se revisa la cuadrilla de intervencion y se instala el repuesto y se ejecutan las pruebas de normalizacion.
Parque Solar Llano Blanco,2024-12-31,preventivo,23,Se registra el vencimiento de la pauta periodica en el circuito de aceite durante la ronda del turno.
